galaxy,upsilon_disk,upsilon_disk_lo,upsilon_disk_hi,upsilon_bulge,upsilon_bulge_lo,upsilon_bulge_hi,a,a_lo,a_hi,b_kpc,b_kpc_lo,b_kpc_hi,chi2_reduced,n_data,acceptance_fraction
NGC5585,0.21720901057957734,0.18420347368517093,0.25512211709734106,0.7049031697661526,0.5610875141215999,0.889512403389553,4948.909372448846,4327.884168811451,5632.8310193174875,0.5851516785112076,0.5416035133747868,0.6351320782954928,11.82571440946759,24,0.599421875
NGC5907,0.4957653998508941,0.4130723208324706,0.5977529143135587,0.6997288414254419,0.5565849542402448,0.8748793524292328,12.982772406810371,9.973259425049749,18.271360602407714,65.89995600522184,52.4996371138235,77.12465281015092,3.5687217356550582,19,0.4871875
NGC5985,0.6556982578238284,0.5793443046004453,0.734104972839662,0.5955565420377714,0.47982033429517396,0.731885779382273,42.578451298369416,36.512981883342725,49.32652598608042,48.65019092103411,45.6099337792381,51.98332341689345,2.06875795858503,33,0.58575
NGC6195,0.4003657360542056,0.3537442982897307,0.44476078390303664,0.6258244130346138,0.5074694985795171,0.6858277986345019,195.24874382898938,106.0739067868219,554.3560659299577,10.751205314740924,4.728142335505146,18.151275208630608,1.7013252104483363,23,0.44115625
NGC6503,0.2678132562022008,0.21974617243078579,0.32560482676443786,0.705621359750714,0.559715806911009,0.8821446407497325,38.66834764785723,34.04074059823541,44.02221238996181,21.805142264059953,20.188215235255136,23.425025764414332,14.912229390347738,31,0.585703125
NGC6674,0.6899354507089135,0.5383766968537466,0.8868498966233171,0.7024354503068048,0.5630447052201573,0.8775306260222493,17.52274859933857,12.693840756300158,26.64431250530083,59.36163971196714,43.04599221363206,73.93460378221174,2.1414166162180397,15,0.440171875
NGC6946,0.4485256918785104,0.40010006916367036,0.4949515262249196,0.4856198478348458,0.447754822972017,0.5206297656414743,7279.235139617318,4372.693752429502,11292.093228280073,0.7259679031350983,0.5904519844541064,0.9452694030667232,1.52502721460663,58,0.558328125
NGC7331,0.25420648042535743,0.2168805688501525,0.2958654749397367,0.5035493490903555,0.41279040090818814,0.6076024057746716,75.79052397199156,62.18097030788742,94.8459704128071,29.210946650384425,24.664798496930196,33.54242699372614,0.9871532281675027,36,0.510765625
NGC7793,0.48871739347079163,0.40799401285776493,0.5692346498241767,0.6985715325222134,0.5586581220055549,0.8748733252220625,12151.600356281651,7536.962644743789,18312.084617629935,0.3528705032665494,0.28624944043611095,0.46018583801896995,1.0133782031726315,46,0.577953125
NGC7814,0.7004116045015758,0.5050410119859666,1.012302057331967,0.5195187679736089,0.4048798077133848,0.6010217863080864,531.475061172882,220.57673415327218,14780.030049323823,7.160934601629636,0.7206869694859265,14.563661492688626,11.455217380906689,18,0.33487500000000003
UGC00128,0.5312507611495977,0.41673357990166826,0.6842914167021701,0.6958745752635165,0.5552222198463562,0.8749124325228207,2556.4075444878313,2172.447700476868,2945.950866699756,1.124912774675373,1.0504681994845992,1.2145627573209365,5.590979985637595,22,0.580265625
UGC00191,0.5325294722929778,0.4208932975099929,0.6773525836517781,0.7089753390385385,0.564027658278798,0.8953135777774198,7381.5051069891915,5423.930538202402,9461.837925460699,0.4033963876001923,0.35371824091429377,0.47316403705283855,4.640194670783095,9,0.5841562499999999
UGC00731,0.5114312873852258,0.40696371971947964,0.6357773291952917,0.6976433575665477,0.5512587181460867,0.88198859595404,5094.935959540559,178.53340093573956,7037.117299538319,0.44390599237250017,0.36671558371957685,5.301516293695032,0.2717449397721417,12,0.41881250000000003
UGC01230,0.5037090322564384,0.4024084459094907,0.6351339090084692,0.6994343619965077,0.5546214573448508,0.8819633242186329,0.7275977853145209,0.3472219485303746,8074.435192839369,125.38554342223897,0.5322369484988483,184.97796801171367,0.7184134667041473,11,0.333484375
UGC01281,0.4862816175435996,0.3875280307344083,0.6169574678444913,0.7079594346888508,0.5622957702590897,0.883733981307177,3413.8123217774923,2542.9869377149853,4582.048688759091,0.4400583223320941,0.35640618160356324,0.5450269002875018,2.9237531792731977,25,0.5925
UGC02487,0.5446670684009597,0.44482561478015786,0.665248755439259,0.7200831807866684,0.5923882922691894,0.8703056773001836,2.465090533061899,0.983283670800127,4.671214766797707,241.17589863961535,179.7375627845343,354.8664377820564,5.568724590651898,17,0.505453125
UGC02885,0.6064080513098595,0.49796091313725327,0.7060434944493151,0.8496331735411129,0.7338343046072475,0.9867840933164145,755.2860627803633,333.93474455681513,1372.2822787115033,4.613232355241017,3.2915125186160687,7.850079133710818,1.4144453569678814,19,0.526125
