,galaxy,upsilon_disk,upsilon_disk_lo,upsilon_disk_hi,upsilon_bulge,upsilon_bulge_lo,upsilon_bulge_hi,a,a_lo,a_hi,b_kpc,b_kpc_lo,b_kpc_hi,chi2_reduced,n_data,acceptance_fraction
79,NGC5033,0.4575201401103587,0.38417070472141873,0.5364050073468435,0.4740411009218086,0.4118517723310834,0.5405194334253178,39209.10375567678,37322.64596805186,40726.77623293214,2.0637216758716854,1.555680723568972,2.6392596472903476,9.617239273940214,22,0.584984375
80,NGC5055,0.41211631900280943,0.3868279242603081,0.4283628998734242,0.6996665516789567,0.5539287093017454,0.8762403811073916,28270.099576377826,27730.563459502424,28840.07648073216,4.419548700006026,3.5537734895644078,5.115822757277377,8.655174326891336,28,0.57628125
81,NGC5371,0.6255070086723925,0.6127695143152465,0.6416286953888733,0.6982854668256403,0.5556915752681092,0.8787940111442516,10365751.62265537,987281.3657300258,96227697.19706243,609.1644890044923,184.78567123869306,1872.231161445632,11.289858743346846,19,0.550859375
82,NGC5585,0.48839757622180063,0.438828433390383,0.5373556343884627,0.6999897221105877,0.5592513003970374,0.8840946274578783,10644.866636243825,10097.272030445458,11346.413780892028,2.6878292430639577,2.4270317141895235,2.9959946532583013,6.359161301811565,24,0.59153125
83,NGC5907,0.3938170495107017,0.3615387995927182,0.432756575100171,0.6933116800218098,0.5524806259150433,0.8734314001202884,34076.52573666162,32415.23934732594,35388.12984256269,0.06492030792134977,0.01395613398193816,0.2725277298078229,3.163203706091335,19,0.5461093749999999
84,NGC5985,0.47352583448929436,0.4044396073899177,0.5489890323585283,0.6642119354969982,0.5318994269183877,0.8276112557652979,66884.27069171947,63158.403946094644,70463.57676751321,0.9521330115213591,0.7353638417875182,1.144130534043456,2.4916874677125564,33,0.583140625
85,NGC6015,1.0343466871770155,1.0060788881916871,1.0592296953308848,0.7011902463909523,0.5577561758036561,0.8814363063948629,32219.230693719583,29132.195776816257,35923.33136678628,10.325526657707984,8.968655344711232,11.795044209112675,9.877088035099494,44,0.59496875
86,NGC6195,0.48965094761668176,0.3940750328694865,0.5850478971199664,0.7536352471227773,0.7268330333050037,0.7769746469054702,81782.76712646322,59156.81074938433,1941375.2575897004,22.289471188264102,13.539790496787758,171.2495693265789,1.776140705695887,23,0.4339375
87,NGC6503,0.37689574434971324,0.3134360005402881,0.45258014129111196,0.7072804249926885,0.5642489379308296,0.8927819079902781,12481.113893707872,12287.800876001384,12687.006343225068,0.9766933435131601,0.7259812235724903,1.3153380768050864,1.4197925022200282,31,0.5810625
88,NGC6674,0.5425765875090607,0.46767154750470985,0.6133214239264917,0.76018607335934,0.6014793072439104,0.9583020052413509,42867.33796961936,40691.69564162796,45299.367469216086,0.050357912705631384,0.012477811489103537,0.2498955853121809,9.025515720562465,15,0.5541562499999999
89,NGC6946,0.522966937941938,0.4714930659791908,0.5697747304252998,0.5817429515598931,0.5359848174399662,0.619948358291726,21933.2855907182,20684.334373386035,23696.326948234604,3.589242850125466,2.738526228006696,4.835946763059381,1.5430287023325817,58,0.5673124999999999
90,NGC7331,0.38800955590058533,0.36603612757112874,0.40790410158729334,0.6133175539347452,0.4961031177801927,0.7481287062152495,54939.30515563092,51464.70087024771,58603.90162320328,7.30141557168921,5.9898431700043515,8.54669108878093,0.9581724544883559,36,0.5798749999999999
